position	strand	source_info
1745137	+	regulondb
1745751	+	storz
1745883	-	storz
1746009	-	storz
1746233	-	storz
1746570	-	storz
1747317	-	storz
1747547	-	storz
1747593	-	regulondb
1748115	-	storz
1748627	+	storz
1748795	+	storz
1748856	-	storz
1749438	-	storz
1749732	-	storz
1749777	+	storz
1749983	+	storz
1750586	-	regulondb
1750830	-	storz
1751026	+	storz
1751818	-	storz
1752666	-	regulondb
1752898	+	storz
1753188	-	wanner
1753233	-	regulondb
1753255	-	storz
1753329	+	storz
1753408	-	storz
1753491	+	regulondb
1753552	+	regulondb
1753583	+	regulondb
1753624	+	storz_regulondb
1753685	+	regulondb
1753766	+	regulondb
1753788	+	regulondb
1753920	+	storz
1754009	-	storz
1754056	+	regulondb
1754146	+	regulondb
1754237	+	regulondb
1754310	-	storz
1754483	-	storz
1755243	-	storz
1755249	+	storz
1755320	+	regulondb
1755392	-	storz
1755407	+	storz_regulondb
1755418	-	wanner
1755419	+	regulondb
1755449	+	regulondb
1755530	+	regulondb
1755659	-	storz
1755997	-	storz
1756434	+	storz
1756883	-	regulondb
1756968	-	regulondb
1757188	+	storz
1757326	+	storz
1757505	-	regulondb
1757623	+	storz
1757654	+	storz
1758365	-	storz
1759234	+	storz
1759673	+	storz
1760450	+	storz
1760764	+	storz
1761787	+	storz
1762442	-	regulondb
1762523	-	wanner
1762611	+	storz
1762792	-	storz_wanner
1762948	-	regulondb
1762965	+	storz
1763071	+	storz
1763168	-	wanner
1763315	-	regulondb
1763868	-	storz
1763957	-	storz
1764457	-	storz
1764988	+	storz
1765654	-	regulondb
1766080	+	storz
1766422	+	storz
1766618	+	storz
1766760	+	storz
1766937	-	wanner
1767001	+	storz_regulondb
1767036	+	storz
1767949	+	storz
1768396	+	storz_regulondb
1768593	-	storz
1768611	+	storz
1768950	+	regulondb
1769218	+	storz
1769373	-	storz
1770433	+	regulondb
1770474	+	storz
1772466	-	storz
1772595	+	storz_regulondb
1772769	+	storz
1774025	+	storz
1775495	-	storz
1775842	-	storz
1776332	+	storz
1776475	-	storz
1776522	-	storz
1777352	-	regulondb
1777463	-	storz
1777639	-	wanner
1777693	-	storz
1779065	+	storz
1779293	+	storz
1779688	+	storz
1780384	+	storz
1781212	+	storz
1781260	-	storz
1781744	-	storz
1781913	-	storz
1782231	-	storz
1782400	-	storz
1782577	+	storz
1782650	-	storz
1782745	-	storz
1783558	+	storz
1783741	+	storz
1784074	+	storz
1784140	-	storz
1784287	-	storz
1784501	-	storz
1785165	+	storz
1785184	-	wanner
1785363	+	regulondb
1785407	+	regulondb
1785435	-	storz
1785439	+	regulondb
1785702	-	storz
1786047	+	storz
1786342	+	regulondb
1786408	+	storz_regulondb
1786443	+	regulondb
1787139	-	storz
1787179	-	storz
1787188	+	storz
1787295	+	regulondb
1787609	+	storz
1789160	-	storz
1789178	+	storz
1789277	-	wanner
1789676	+	storz
1790111	-	regulondb
1790179	-	wanner
1790215	-	regulondb
1790299	+	storz
1790661	-	regulondb
1790782	-	wanner
1790832	+	storz
1790851	-	regulondb
1791613	+	storz
1791687	-	storz
1792161	-	regulondb
1792705	-	storz
1792773	-	storz
1792799	+	storz
1793192	+	storz
1793200	-	wanner
1793521	-	regulondb
1793542	-	storz
1793604	-	regulondb
1793744	-	storz_wanner_regulondb
1793791	-	regulondb
1793943	-	storz
1793989	-	regulondb
1794099	-	storz
1795625	-	regulondb
1796604	-	regulondb
1797143	-	wanner
1797289	+	storz
1797325	-	wanner_regulondb
1797645	-	regulondb
1797787	-	regulondb
1797938	+	storz
1798016	-	regulondb
1798355	-	regulondb
1798451	-	regulondb
1798620	-	regulondb
1798817	+	storz
1798841	-	regulondb
1798953	-	storz
1798966	+	storz
1799194	-	regulondb
1799297	-	regulondb
1799370	-	storz_regulondb
1799393	+	storz
1799450	-	regulondb
1799576	-	regulondb
1799657	-	regulondb
1799734	-	storz
1799792	-	storz
1800330	+	storz
1800417	-	storz
1800585	-	storz
1800650	-	regulondb
1800709	+	storz
1800723	-	regulondb
1800755	-	wanner
1800989	-	storz
1802226	-	storz
1803125	+	regulondb
1803160	+	storz
1803269	+	storz
1804192	-	storz
1804241	-	regulondb
1804274	-	regulondb
1804347	+	regulondb
1804375	+	regulondb
1804453	+	storz
1804676	+	storz
1805399	+	storz_regulondb
1805466	-	storz
1805531	-	storz
1805603	+	regulondb
1805740	+	storz
1805794	+	storz_regulondb
1806214	-	storz
1806583	-	storz
1807029	-	storz
1807088	+	storz
1807286	-	storz_regulondb
1807303	+	storz
1807345	-	wanner
1807348	+	storz
1807363	-	regulondb
1807851	-	storz
1808005	+	storz
1808188	-	storz
1808194	+	regulondb
1808221	-	storz
1808906	+	storz_regulondb
1808927	-	storz
1809136	+	regulondb
1809165	+	storz
1809438	+	storz
1809698	+	storz
1809807	+	storz
1810427	-	storz
1811177	-	regulondb
1811212	-	regulondb
1811221	+	storz
1811278	-	storz
1811372	-	regulondb
1811726	-	storz
1811766	-	regulondb
1811837	+	storz
1811864	-	storz
1811880	+	wanner
1815085	-	storz
1815266	-	regulondb
1815336	-	regulondb
1815382	-	storz
1815405	+	storz
1817330	-	storz
1817581	-	storz
1817817	-	storz_regulondb
1817983	+	storz
1818401	-	storz
1818644	-	storz
1818897	-	storz
1819749	-	wanner
1819771	-	wanner
1819773	+	storz
1820184	-	storz
1820299	-	regulondb
1820326	+	regulondb
1820452	+	storz_regulondb
1820597	+	storz
1820756	+	regulondb
1820812	+	storz
1821516	+	storz_regulondb
1821678	-	storz
1822433	-	storz
1822800	+	storz
1823003	+	storz
1823006	-	storz
1823031	-	storz
1823131	-	storz
1823218	-	storz_wanner
1823265	-	storz
1823341	-	wanner
1823710	-	regulondb
1823761	-	regulondb
1823864	-	storz
1824037	-	storz
1824060	+	storz
1825093	-	regulondb
1826591	-	storz
1826609	+	storz
1828151	+	storz
1829974	+	storz
1830037	-	regulondb
1830056	+	storz
1830062	-	wanner
1830259	+	storz
1830423	+	storz_regulondb
1830665	+	storz
1830921	-	storz
1831241	+	regulondb
1831332	+	regulondb
1831369	+	storz_regulondb
1831593	+	regulondb
1831939	-	wanner
1831993	-	storz
1832010	+	regulondb
1832150	+	regulondb
1833171	+	regulondb
1833335	+	storz
1836717	+	storz
1837463	+	storz
1838466	-	storz
1838483	+	storz
1839116	-	storz
1839324	-	storz
1839433	-	storz_wanner
1839456	-	regulondb
1839462	+	regulondb
1839466	-	storz
1839485	+	storz
1839635	-	regulondb
1840187	-	regulondb
1840212	-	regulondb
1840306	-	storz
1840330	+	wanner
1840346	-	storz
1840351	+	regulondb
1840715	+	regulondb
1841081	+	regulondb
1841769	+	storz
1841941	-	storz
1842052	+	storz
1842080	-	storz
1842409	-	storz
1842532	+	storz
1842586	-	storz
1842910	-	regulondb
1843035	-	regulondb
1843727	+	storz
1844921	-	storz
1845796	-	regulondb
1846048	-	regulondb
1846724	-	regulondb
1846735	+	regulondb
1846762	+	storz
1846816	+	storz_regulondb
1847170	+	storz
1847422	-	storz
1847862	-	storz
1848734	+	storz
1848859	+	storz
1848942	-	storz
1849154	+	storz
1849203	+	regulondb
1849336	-	storz
1849346	+	regulondb
1849687	+	storz
1850204	+	storz
1850259	+	storz
1850416	+	regulondb
1850576	-	storz
1850720	-	storz
1850776	+	storz
1850976	-	storz
1851437	-	storz
1851934	+	storz
1852007	-	regulondb
1852065	-	regulondb
1852201	+	storz
1852377	-	storz
1852675	-	storz
1852909	-	wanner
1852948	-	regulondb
1853404	-	storz
1853833	-	storz
1853854	+	storz
1854018	+	storz
1857127	+	storz
1859551	+	regulondb
1859665	+	storz
1859833	-	storz
1859990	+	storz
1860264	+	regulondb
1860488	-	storz_wanner_regulondb
1860550	+	storz_regulondb
1860608	-	regulondb
1860621	+	storz_regulondb
1860759	+	storz_regulondb
1860871	+	regulondb
1860971	+	regulondb
1861010	+	storz
1861111	+	regulondb
1861208	+	regulondb
1861261	+	regulondb
1861338	+	regulondb
1861393	+	regulondb
1861470	+	regulondb
1861605	+	regulondb
1861625	-	storz
1861642	+	regulondb
1861670	+	regulondb
1861848	+	regulondb
1861948	+	storz
1862363	-	storz
1862462	+	storz
1862511	+	regulondb
1862636	+	storz
1862850	-	storz
1862994	-	storz
1863300	-	storz
1863428	+	storz
1863677	-	storz_regulondb
1863748	-	regulondb
1864256	-	storz
1864361	-	storz
1864529	-	wanner
1864729	+	wanner
1864771	+	storz
1864839	+	regulondb
1864921	+	storz
1864928	-	storz
1864940	+	storz
1865413	-	storz
1865819	-	storz
1866839	+	storz
1867851	-	storz
1868122	-	storz
1868267	+	regulondb
1868360	-	storz
1868388	+	regulondb
1869120	-	storz
1869214	-	storz
1869288	+	storz
1869939	+	storz
1869961	+	regulondb
1869995	+	storz
1870598	+	storz
1870825	+	storz
1870978	-	storz
1871133	+	storz
1871241	+	storz
1871568	+	regulondb
1872329	-	storz
1872347	+	storz_regulondb
1873280	-	storz
1873487	+	regulondb
1873603	-	wanner
1873672	-	regulondb
1873672	+	regulondb
1874016	+	storz
1874762	+	wanner
1874801	+	regulondb
1874846	+	regulondb
1874897	-	storz
1874901	+	regulondb
1875103	-	storz
1875127	-	storz
1875273	-	storz
1875591	+	storz
1875669	-	storz
1875681	+	regulondb
1875746	-	regulondb
1876186	-	storz
1876339	-	storz
1876365	+	storz
1876423	+	storz
1876576	+	regulondb
1876577	-	storz
1876613	+	regulondb
1876806	+	storz
1876840	-	storz
1876945	+	storz
1877321	-	wanner_regulondb
1877384	-	regulondb
1877414	-	regulondb
1878018	-	regulondb
1878277	+	storz
1878495	-	storz
1878560	+	storz
1878791	-	regulondb
1878824	-	storz_regulondb
1879736	+	regulondb
1879872	-	wanner
1879901	+	storz_regulondb
1880112	+	storz
1881003	-	storz
1881168	+	storz
1883991	-	storz
1884541	+	storz
1884658	+	storz
1884739	-	storz
1884798	+	storz
1885098	-	storz
1885500	-	storz
1886085	-	regulondb
1886625	-	storz
1886723	+	storz
1886939	+	storz
1887614	+	storz
1887649	+	storz
1887830	-	wanner
1887918	+	storz
1888004	-	storz
1888182	+	storz
1888583	-	wanner
1889318	-	wanner
1889790	-	storz
1890719	-	storz
1890993	+	storz
1891257	+	storz
1891278	-	wanner
1891305	+	storz
1891345	+	regulondb
1891858	-	storz
1891867	+	storz
1891890	+	wanner
1891990	+	regulondb
1892041	+	storz
1892083	-	storz
1892122	+	storz_regulondb
1892124	-	regulondb
1892412	-	storz
1892652	+	regulondb
1892781	+	storz_regulondb
1892803	+	regulondb
1892957	-	regulondb
1893272	-	wanner
1893630	+	storz
1893674	-	storz_wanner
1894154	-	storz
1894165	+	regulondb
1894742	+	storz
1894767	-	storz
1894787	+	storz
1894833	+	regulondb
1894906	+	regulondb
1895120	+	storz
1895920	-	storz
1896104	+	storz
1896252	+	storz
1896407	+	storz
1896602	+	storz
1897162	-	storz
1898217	-	storz
1898383	-	storz
1899642	-	storz
1899787	+	storz
1899793	-	regulondb
1899857	-	storz
1899957	+	regulondb
1900043	-	storz
1900054	+	regulondb
1900096	+	storz_regulondb
1900642	+	regulondb
1900728	-	storz
1901068	+	regulondb
1901102	-	storz
1901134	-	storz
1901190	+	regulondb
1901226	+	storz_regulondb
1901268	+	regulondb
1901336	-	storz
1901345	+	regulondb
1901433	+	regulondb
1901611	+	regulondb
1901768	+	regulondb
1901813	+	regulondb
1901884	+	regulondb
1901927	-	storz
1901970	+	regulondb
1901999	+	regulondb
1902227	-	storz
1902529	+	regulondb
1902561	+	storz
1902768	-	storz
1903483	+	regulondb
1904167	+	storz
1904467	+	storz
1904500	-	storz
1904623	-	storz
1905108	-	storz
1905163	-	storz
1905512	+	storz
1905533	-	regulondb
1905641	-	storz_wanner_regulondb
1905782	+	storz
1905817	-	storz_wanner_regulondb
1906060	-	storz
1906151	-	storz
1906170	+	storz
1906590	-	wanner
1906609	+	storz
1906634	-	storz
1906815	-	wanner
1906924	+	regulondb
1907180	+	storz
1907227	-	storz
1908149	-	regulondb
1908181	+	regulondb
1908267	+	storz
1908277	-	regulondb
1908752	+	storz
1908851	+	storz
1910283	-	regulondb
1910642	-	storz_regulondb
1910780	+	storz
1911105	-	wanner
1911829	-	regulondb
1911914	-	storz
1912253	-	regulondb
1912615	+	storz
1912778	+	storz
1913045	-	storz
1913606	-	storz_wanner
1913954	-	storz
1914143	+	regulondb
1914167	+	storz_regulondb
1914188	-	regulondb
1914199	+	storz
1914252	+	storz
1914283	-	storz
1914399	+	storz
1914421	+	storz
1915065	-	storz
1915256	+	storz
1915293	-	storz
1915721	+	storz
1916090	-	storz
1916438	+	regulondb
1916605	+	storz
1918220	+	storz_regulondb
1918977	+	storz
1919442	+	storz
1919739	+	regulondb
1919981	+	regulondb
1920016	-	storz
1920108	+	regulondb
1920229	-	storz
1920247	+	storz
1920282	-	storz
1920390	-	storz
1920601	-	storz
1920820	+	storz
1920897	+	storz
1921036	+	storz
1921078	+	storz
1921178	-	storz
1921229	-	wanner
1921409	-	regulondb
1921526	-	storz
1921550	-	storz
1921575	+	storz
1922285	+	storz
1923044	+	regulondb
1923088	-	wanner
1923110	+	storz_regulondb
1923233	+	regulondb
1923331	-	storz_regulondb
1923388	+	regulondb
1923413	+	storz_regulondb
1924114	+	storz
1924555	-	storz
1924602	+	storz
1924778	-	storz
1924847	-	storz
1925330	-	storz
1925438	-	storz
1925723	-	storz
1926293	-	storz
1926443	-	storz
1926659	-	storz
1926744	-	wanner
1926870	+	storz
1926889	-	storz_regulondb
1926942	-	storz
1927159	-	storz
1927715	-	storz
1927756	-	regulondb
1927781	-	wanner
1927800	+	storz
1928062	-	storz
1928108	-	storz
1928271	+	storz
1928439	-	wanner
1928467	+	storz
1928743	+	regulondb
1928789	-	regulondb
1928879	+	regulondb
1929075	-	storz
1929091	+	storz
1929129	-	storz
1929751	-	storz
1929873	-	storz_regulondb
1929931	+	storz
1930136	-	storz
1930554	-	regulondb
1930750	-	regulondb
1930808	-	regulondb
1931066	-	storz
1931129	-	wanner
1932711	-	wanner
1932737	-	regulondb
1933034	-	storz
1933222	-	storz
1933253	-	regulondb
1933486	+	storz
1933514	+	storz
1933743	-	regulondb
1933816	-	storz
1934392	+	storz
1934400	-	regulondb
1934427	-	storz
1934614	+	storz_regulondb
1934907	-	wanner
1934942	-	storz
1935150	-	storz
1935173	+	storz
1935182	-	wanner
1935372	+	storz
1935428	+	storz
1935518	+	storz_regulondb
1935566	+	regulondb
1935585	-	storz_regulondb
1935658	-	storz
1935694	+	regulondb
1935996	+	regulondb
1936041	-	storz
1936145	+	regulondb
1936398	+	storz
1936476	+	regulondb
1937120	+	storz
1937593	-	storz
1937654	+	storz
1938086	+	storz
1938208	+	storz
1938251	-	wanner
1938270	+	storz
1938612	-	storz_regulondb
1938775	+	storz
1938877	-	regulondb
1939707	-	regulondb
1939745	-	regulondb
1939857	-	regulondb
1939944	+	storz
1940050	-	storz
1940106	-	storz
1940167	-	storz
1940435	+	storz
1940582	+	storz
1940614	+	storz
1940636	-	storz
1940658	+	storz_regulondb
1940670	-	storz
1941172	+	storz
1941313	-	storz
1941370	-	storz
1941449	+	storz
1942211	+	storz
1943390	-	regulondb
1943474	-	storz_wanner
1943568	-	regulondb
1943818	+	storz
1943917	-	storz
1943949	+	storz
1944031	-	wanner
1944049	+	storz
1944116	-	storz
1944134	+	regulondb
1944168	+	regulondb
1944576	-	storz
1945463	-	regulondb
1945490	+	storz
1945623	-	storz
1945892	+	storz
1946209	-	regulondb
1946400	-	regulondb
1946486	-	regulondb
1946698	-	regulondb
1946792	+	storz
1947031	-	storz_regulondb
1947064	-	storz
1947115	-	storz
1947511	-	storz
1947539	-	regulondb
1947910	-	storz
1948108	-	storz
1948246	-	regulondb
1948300	-	regulondb
1948545	+	storz
1948641	-	storz_regulondb
1948660	+	regulondb
1948725	-	regulondb
1948784	+	regulondb
1948844	-	wanner
1948904	-	storz
1949233	+	storz
1949787	-	storz
1950021	-	storz
1950229	-	storz
1950260	+	storz
1950264	-	storz
1950455	+	storz
1950562	+	storz
1950701	+	storz
1950842	-	storz
1950956	-	storz
1951114	-	storz
1951180	+	storz
1951445	+	storz
1952479	+	storz
1952528	+	storz
1952657	-	storz
1953439	-	storz
1953608	+	storz
1953710	-	storz
1955083	+	storz
1955117	+	storz
1955219	-	storz
1956672	-	regulondb
1956770	-	wanner
1957010	-	regulondb
1957291	-	regulondb
1957620	-	storz
1957760	-	storz
1957896	-	regulondb
1958005	-	wanner
1958025	+	regulondb
1958503	+	storz
1959650	+	storz_regulondb
1959955	+	regulondb
1960026	+	storz
1960055	-	storz
1960133	-	storz
1960389	-	wanner
1961993	-	storz
1962030	-	storz
1962834	-	storz
1964239	-	storz
1965602	-	regulondb
1966106	-	regulondb
1967360	+	storz
1967666	+	storz
1970298	+	storz
1970739	-	storz
1971486	-	regulondb
1971750	-	storz_regulondb
1972146	+	storz
1972684	+	storz
1973671	+	storz
1973832	-	regulondb
1974338	+	storz
1974744	-	regulondb
1975162	+	storz
1975314	+	storz
1975324	-	storz_regulondb
1975341	+	storz
1975956	-	regulondb
1976200	+	storz
1976373	+	storz
1976418	-	wanner
1976504	-	storz
1976562	+	storz
1976601	-	regulondb
1977009	+	storz
1977074	+	regulondb
1977250	-	regulondb
1977299	-	storz
1977456	+	storz
1977610	+	regulondb
1977620	-	storz
1977622	+	regulondb
1977643	+	regulondb
1977682	+	regulondb
1977744	+	storz
1977889	+	storz
1978057	-	storz
1978221	-	storz
1978722	+	storz
1978757	-	storz
1979374	+	storz
1979675	-	regulondb
1980151	+	storz
1980463	-	wanner
1980489	-	regulondb
1980568	+	storz
1980666	-	storz
1981406	-	storz
1981555	-	storz
1981584	-	regulondb
1981840	+	storz
1981920	-	wanner
1982044	+	storz
1982461	+	storz
1982611	+	storz
1983094	+	storz
1984028	-	storz
1984172	-	regulondb
1984262	-	regulondb
1984332	-	wanner
1984410	-	storz
1984530	+	storz
1984722	+	storz
1984771	+	storz
1984799	+	regulondb
1984821	+	storz_regulondb
1984887	+	regulondb
1985031	+	regulondb
1985567	+	storz
1985810	-	regulondb
1985826	+	storz
1985826	-	regulondb
1985940	-	storz
1986025	-	wanner_regulondb
1986088	-	storz
1986112	+	storz
1986182	-	storz
1986221	+	storz
1986678	+	wanner
1986706	+	storz_regulondb
1986707	-	storz
1986707	+	wanner
1987141	-	storz
1987282	-	storz
1987524	-	wanner
1987526	+	regulondb
1987533	-	storz
1987586	-	storz_regulondb
1987669	+	regulondb
1987676	-	regulondb
1987680	+	wanner
1988371	+	storz
1989673	-	storz_regulondb
1989923	-	storz
1990064	-	regulondb
1990204	-	regulondb
1990874	-	storz_regulondb
1991080	+	storz
1991147	+	storz
1991222	+	storz
1991260	-	storz
1992437	+	storz
1992773	+	storz
1992900	-	storz_regulondb
1993426	-	wanner
1993696	-	storz
1993741	+	regulondb
1993793	+	wanner
1994258	+	storz
1994658	+	storz
1994875	-	regulondb
1994904	+	storz
1994917	-	storz
1994945	+	storz
1995550	+	storz
1995647	+	storz
1995847	-	regulondb
1996502	+	storz
1997531	-	wanner
1997611	+	storz
1997996	+	storz
1998170	-	regulondb
1998215	-	regulondb
1998414	+	storz
1998422	-	regulondb
1998491	-	storz_wanner
1998500	+	storz
1999334	+	storz
1999568	-	regulondb
1999812	+	storz
1999831	-	storz_regulondb
2000416	-	regulondb
2000731	+	storz
2000772	+	storz
2000881	+	storz
2001043	+	storz
2001093	-	storz
2001324	-	regulondb
2001649	+	storz
2001699	-	storz_regulondb
2001817	+	storz
2001838	+	storz
2002675	-	storz
2003203	-	storz
2003790	-	storz
2004139	+	regulondb
2004478	-	storz
2004627	-	storz
2005020	+	storz
2005285	+	storz
2006139	-	regulondb
2006179	+	regulondb
2006264	+	storz_regulondb
2006285	-	regulondb
2006511	+	storz
2007197	+	storz
2007539	+	storz
2007638	-	storz
2007655	+	storz
2007772	-	storz
2007826	+	storz
2008754	+	storz
2009764	-	storz
2010078	-	storz
2010091	+	storz
2010222	+	storz
2010633	-	storz
2011060	-	regulondb
2011117	-	regulondb
2011167	+	storz
2011229	+	regulondb
2011804	-	storz
2017608	+	regulondb
2018087	-	storz
2018934	+	regulondb
2021162	-	storz
2021539	-	storz
2021759	-	storz
2021860	+	storz_regulondb
2022507	-	storz
2022550	+	storz
2022607	+	storz
2022865	-	wanner_regulondb
2022951	+	storz
2022978	-	storz
2023333	-	wanner
2023368	-	storz
2023546	+	storz
2024021	+	storz
2024039	-	storz
2025834	+	storz
2026106	-	storz
2026122	+	storz
2026218	+	storz
2026247	-	storz
2026350	-	storz
2026420	-	storz_regulondb
2026528	-	regulondb
2027394	-	regulondb
2027485	-	regulondb
2027536	+	storz
2028307	+	storz
2028725	-	storz
2028817	+	storz
2029476	-	regulondb
2029921	-	storz
2029941	+	storz
2030098	+	storz
2030364	-	storz_wanner
2030388	+	storz
2030574	+	storz
2030578	-	storz
2030731	-	storz
2030938	+	storz
2031123	-	storz
2031227	-	regulondb
2031440	-	wanner
2031473	-	regulondb
2031495	-	storz
2031673	+	regulondb
2031702	+	storz
2032044	-	storz
2032050	+	wanner
2032159	+	storz
2032421	+	storz
2032865	+	storz
2033222	-	storz_regulondb
2033245	-	storz
2033274	+	storz
2033419	-	storz
2033654	+	regulondb
2033804	+	storz_regulondb
2034680	+	storz
2035564	+	storz
2035678	-	storz
2036044	-	storz
2036226	-	regulondb
2036359	+	storz
2036397	-	storz
2036430	+	storz
2036537	-	regulondb
2036846	-	wanner
2036864	+	regulondb
2036963	+	wanner
2037306	-	storz
2037310	+	regulondb
2037437	+	wanner
2037442	-	storz
2037480	-	storz
2037773	+	storz_regulondb
2037895	+	storz
2038507	+	storz
2038757	+	storz
2038981	+	storz
2039207	-	storz
2039347	-	storz
2039365	+	wanner
2039697	+	storz
2040078	-	storz
2040200	+	regulondb
2040285	+	regulondb
2040318	+	regulondb
2040485	-	storz
2040839	+	storz
2040945	+	storz
2041114	+	storz
2041280	-	storz
2041380	-	storz
2041439	+	storz
2041586	-	regulondb
2041612	-	storz
2041628	+	storz
2041633	-	wanner
2041642	+	regulondb
2041729	-	storz
2041984	+	storz
2042228	+	regulondb
2042562	+	storz
2042787	+	regulondb
2042792	-	storz
